CRIM,ZN,INDUS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV,crim_log,zn_log,dis_log,rad_log,medv_log,b_cube,age_cube,lstat_log,Transformed INDUS,Transformed NOX,Transformed PTRATIO,Transformed RM,Transformed TAX,Transformed age_cube,Transformed b_cube,Transformed crim_log,Transformed dis_log,Transformed lstat_log,Transformed medv_log,Transformed rad_log,Transformed zn_log,Imputed: Transformed INDUS,Imputed: Transformed age_cube,Imputed: Transformed b_cube,Imputed: Transformed crim_log,Imputed: Transformed dis_log,Imputed: Transformed lstat_log,Imputed: Transformed rad_log,Warnings,Cluster ID,Distance to Centroid
0.62739,0,8.14,0.538,5.834,56.5,4.4986,4,307,21,395.62,8.47,19.9,-0.466186922,0,1.503766237,1.386294361,2.990719732,7.341070805,3.837215139,2.136530509,-0.441101241,-0.1442913,1.17563542,-0.637534869,-0.602392008,-0.211010903,0.354059435,0.142801631,0.585348088,-0.393712646,-0.104014292,-0.550947072,-0.58551202,-0.441101241,-0.211010903,0.354059435,0.142801631,0.585348088,-0.393712646,-0.550947072,,3,3.912915705
1.05393,0,8.14,0.538,5.935,29.3,4.4986,4,307,21,386.85,6.58,23.1,0.052526034,0,1.503766237,1.386294361,3.139832618,7.28641999,3.082874698,1.884034745,-0.441101241,-0.1442913,1.17563542,-0.493798569,-0.602392008,-1.295712059,0.303748118,0.382831808,0.585348088,-0.814322537,0.260834904,-0.550947072,-0.58551202,-0.441101241,-1.295712059,0.303748118,0.382831808,0.585348088,-0.814322537,-0.550947072,,3,5.658239035
0.7842,0,8.14,0.538,5.99,81.7,4.2579,4,307,21,386.75,14.67,17.5,-0.243091189,0,1.448776081,1.386294361,2.862200881,7.285792094,4.339176863,2.685804592,-0.441101241,-0.1442913,1.17563542,-0.415526326,-0.602392008,0.510783174,0.303170079,0.246037356,0.483436141,0.521273449,-0.418474034,-0.550947072,-0.58551202,-0.441101241,0.510783174,0.303170079,0.246037356,0.483436141,0.521273449,-0.550947072,,3,3.904212065
0.80271,0,8.14,0.538,5.456,36.6,3.7965,4,307,21,288.99,11.69,20.2,-0.219761776,0,1.33407959,1.386294361,3.005682604,6.61141276,3.320170311,2.458733775,-0.441101241,-0.1442913,1.17563542,-1.175478645,-0.602392008,-0.954493676,-0.317660783,0.256832851,0.270871868,0.14301668,-0.067403157,-0.550947072,-0.58551202,-0.441101241,-0.954493676,-0.317660783,0.256832851,0.270871868,0.14301668,-0.550947072,,3,4.947757917
0.7258,0,8.14,0.538,5.727,69.5,3.7965,4,307,21,390.95,11.28,18.2,-0.320480784,0,1.33407959,1.386294361,2.901421594,7.312071103,4.111449259,2.423031246,-0.441101241,-0.1442913,1.17563542,-0.789809959,-0.602392008,0.183323075,0.327362427,0.210225954,0.270871868,0.083543061,-0.322508849,-0.550947072,-0.58551202,-0.441101241,0.183323075,0.327362427,0.210225954,0.270871868,0.083543061,-0.550947072,,3,3.365816312
1.25179,0,8.14,0.538,5.57,98.1,3.7979,4,307,21,376.57,21.02,13.6,0.224574527,0,1.334448282,1.386294361,2.610069793,7.221297537,4.612003935,3.045474365,-0.441101241,-0.1442913,1.17563542,-1.013241633,-0.602392008,0.903093892,0.243796653,0.46244584,0.271555157,1.120414845,-1.035388021,-0.550947072,-0.58551202,-0.441101241,0.903093892,0.243796653,0.46244584,0.271555157,1.120414845,-0.550947072,,3,6.131454017
0.85204,0,8.14,0.538,5.965,89.2,4.0123,4,307,21,392.53,13.83,19.6,-0.160121805,0,1.389364643,1.386294361,2.975529566,7.321908288,4.468086972,2.626840146,-0.441101241,-0.1442913,1.17563542,-0.451104618,-0.602392008,0.696149007,0.3364185,0.28443076,0.373330339,0.423049902,-0.141181568,-0.550947072,-0.58551202,-0.441101241,0.696149007,0.3364185,0.28443076,0.373330339,0.423049902,-0.550947072,,3,3.7111762
1.23247,0,8.14,0.538,6.142,91.7,3.9769,4,307,21,396.9,18.72,15.2,0.209020286,0,1.380502621,1.386294361,2.721295428,7.34897945,4.509445182,2.929592471,-0.441101241,-0.1442913,1.17563542,-0.19921031,-0.602392008,0.755619898,0.361340101,0.455248243,0.356906566,0.927377662,-0.763241296,-0.550947072,-0.58551202,-0.441101241,0.755619898,0.361340101,0.455248243,0.356906566,0.927377662,-0.550947072,,3,5.013708243
0.98843,0,8.14,0.538,5.813,100,4.0952,4,307,21,394.54,19.88,14.5,-0.011637453,0,1.409815556,1.386294361,2.674148649,7.334384606,4.641588834,2.989714201,-0.441101241,-0.1442913,1.17563542,-0.667420634,-0.602392008,0.945635392,0.347904147,0.353140679,0.411231529,1.027529023,-0.878599966,-0.550947072,-0.58551202,-0.441101241,0.945635392,0.347904147,0.353140679,0.411231529,1.027529023,-0.550947072,,3,5.636972876
0.75026,0,8.14,0.538,5.924,94.1,4.3996,4,307,21,394.33,16.3,15.6,-0.287335466,0,1.481513628,1.386294361,2.747270914,7.333083095,4.548447726,2.791165108,-0.441101241,-0.1442913,1.17563542,-0.509453017,-0.602392008,0.811703467,0.346705982,0.225563679,0.544107857,0.696784018,-0.699684512,-0.550947072,-0.58551202,-0.441101241,0.811703467,0.346705982,0.225563679,0.544107857,0.696784018,-0.550947072,,3,4.839514037
0.84054,0,8.14,0.538,5.599,85.7,4.4546,4,307,21,303.42,16.51,13.9,-0.173710737,0,1.49393727,1.386294361,2.63188884,6.719671894,4.408866419,2.803966258,-0.441101241,-0.1442913,1.17563542,-0.971970814,-0.602392008,0.610993023,-0.217997866,0.278142593,0.567132297,0.718108298,-0.982001207,-0.550947072,-0.58551202,-0.441101241,0.610993023,-0.217997866,0.278142593,0.567132297,0.718108298,-0.550947072,,3,5.915457379
0.67191,0,8.14,0.538,5.813,90.3,4.682,4,307,21,376.88,14.81,16.6,-0.397630876,0,1.543725369,1.386294361,2.809402695,7.223278566,4.486378563,2.695302628,-0.441101241,-0.1442913,1.17563542,-0.667420634,-0.602392008,0.722451335,0.24562038,0.17452538,0.659403394,0.53709537,-0.547660559,-0.550947072,-0.58551202,-0.441101241,0.722451335,0.24562038,0.17452538,0.659403394,0.53709537,-0.550947072,,3,4.632047573
0.95577,0,8.14,0.538,6.047,88.8,4.4534,4,307,21,306.38,17.28,14.8,-0.045237981,0,1.493667849,1.386294361,2.694627181,6.741452372,4.461398209,2.849549763,-0.441101241,-0.1442913,1.17563542,-0.33440782,-0.602392008,0.686530924,-0.197946847,0.33759231,0.566632986,0.794041743,-0.828493125,-0.550947072,-0.58551202,-0.441101241,0.686530924,-0.197946847,0.33759231,0.566632986,0.794041743,-0.550947072,,3,5.314757036
0.77299,0,8.14,0.538,6.495,94.4,4.4547,4,307,21,387.94,12.8,18.4,-0.257489167,0,1.493959719,1.386294361,2.912350665,7.29325705,4.55327623,2.549445171,-0.441101241,-0.1442913,1.17563542,0.303155173,-0.602392008,0.818646598,0.310042287,0.23937481,0.5671739,0.294124603,-0.295767614,-0.550947072,-0.58551202,-0.441101241,0.818646598,0.310042287,0.23937481,0.5671739,0.294124603,-0.550947072,,3,4.421469774
1.00245,0,8.14,0.538,6.674,87.3,4.239,4,307,21,380.23,11.98,21,0.002447004,0,1.444327392,1.386294361,3.044522438,7.244617487,4.436134937,2.483238593,-0.441101241,-0.1442913,1.17563542,0.557895745,-0.602392008,0.650203691,0.265264904,0.359658146,0.475191493,0.183837043,0.027630092,-0.550947072,-0.58551202,-0.441101241,0.650203691,0.265264904,0.359658146,0.475191493,0.183837043,-0.550947072,,3,4.183144981
1.13081,0,8.14,0.538,5.713,94.1,4.233,4,307,21,360.17,22.6,12.7,0.12293419,0,1.442910962,1.386294361,2.541601993,7.114906195,4.548447726,3.117949906,-0.441101241,-0.1442913,1.17563542,-0.809733802,-0.602392008,0.811703467,0.145853219,0.415412606,0.472566455,1.241145304,-1.202914935,-0.550947072,-0.58551202,-0.441101241,0.811703467,0.145853219,0.415412606,0.472566455,1.241145304,-0.550947072,,3,6.376734633
1.35472,0,8.14,0.538,6.072,100,4.175,4,307,21,376.73,13.04,14.5,0.303594791,0,1.429114358,1.386294361,2.674148649,7.222320139,4.641588834,2.568021556,-0.441101241,-0.1442913,1.17563542,-0.298829528,-0.602392008,0.945635392,0.244738056,0.499011821,0.446997539,0.325069326,-0.878599966,-0.550947072,-0.58551202,-0.441101241,0.945635392,0.244738056,0.499011821,0.446997539,0.325069326,-0.550947072,,3,4.718516798
1.38799,0,8.14,0.538,5.95,82,3.99,4,307,21,232.6,27.71,13.2,0.327856657,0,1.383791231,1.386294361,2.58021683,6.149926189,4.344481486,3.321793359,-0.441101241,-0.1442913,1.17563542,-0.472451594,-0.602392008,0.518410937,-0.742503436,0.510238801,0.363001268,1.580709704,-1.108432209,-0.550947072,-0.58551202,-0.441101241,0.518410937,-0.742503436,0.510238801,0.363001268,1.580709704,-0.550947072,,3,6.86485923
1.15172,0,8.14,0.538,5.701,95,3.7872,4,307,21,358.77,18.35,13.1,0.141256477,0,1.33162696,1.386294361,2.57261223,7.105675552,4.562902635,2.909629575,-0.441101241,-0.1442913,1.17563542,-0.826811382,-0.602392008,0.832488853,0.137355526,0.423891094,0.266326467,0.894123275,-1.127039132,-0.550947072,-0.58551202,-0.441101241,0.832488853,0.137355526,0.423891094,0.266326467,0.894123275,-0.550947072,,3,5.80243596
1.61282,0,8.14,0.538,6.096,96.9,3.7598,4,307,21,248.31,20.34,13.5,0.4779842,0,1.324365764,1.386294361,2.602689685,6.285378032,4.593121414,3.012589391,-0.441101241,-0.1442913,1.17563542,-0.264674368,-0.602392008,0.875941839,-0.617807023,0.579709093,0.252869467,1.065634735,-1.053445657,-0.550947072,-0.58551202,-0.441101241,0.875941839,-0.617807023,0.579709093,0.252869467,1.065634735,-0.550947072,,3,6.337518011
0.06417,0,5.96,0.499,5.933,68.2,3.3603,5,279,19.2,396.9,9.68,18.9,-2.746219467,0,1.212030256,1.609437912,2.939161922,7.34897945,4.085652808,2.270061901,-0.759043006,-0.480920395,0.34416412,-0.496644832,-0.7686209,0.146229159,0.361340101,-0.912264776,0.044680746,-0.171274757,-0.230165868,-0.296053371,-0.58551202,-0.759043006,0.146229159,0.361340101,-0.912264776,0.044680746,-0.171274757,-0.296053371,,3,2.982745824
0.09744,0,5.96,0.499,5.841,61.4,3.3779,5,279,19.2,377.56,11.41,20,-2.328518475,0,1.217254215,1.609437912,2.995732274,7.227620247,3.945082809,2.434490164,-0.759043006,-0.480920395,0.34416412,-0.627572947,-0.7686209,-0.05590297,0.249617314,-0.718977059,0.054362184,0.102631437,-0.091749612,-0.296053371,-0.58551202,-0.759043006,-0.05590297,0.249617314,-0.718977059,0.054362184,0.102631437,-0.296053371,,3,2.499875105
0.08014,0,5.96,0.499,5.85,41.5,3.9342,5,279,19.2,396.9,8.77,21,-2.523980174,0,1.369707558,1.609437912,3.044522438,7.34897945,3.462177786,2.171336806,-0.759043006,-0.480920395,0.34416412,-0.614764762,-0.7686209,-0.750294532,0.361340101,-0.809425361,0.336900331,-0.335731978,0.027630092,-0.296053371,-0.58551202,-0.759043006,-0.750294532,0.361340101,-0.809425361,0.336900331,-0.335731978,-0.296053371,,3,3.641589748
0.17505,0,5.96,0.499,5.966,30.2,3.8473,5,279,19.2,393.43,10.13,24.7,-1.742683632,0,1.347371604,1.609437912,3.206803244,7.327499952,3.114122179,2.315501318,-0.759043006,-0.480920395,0.34416412,-0.449681487,-0.7686209,-1.250779855,0.341566163,-0.447886778,0.29550564,-0.095581336,0.424698537,-0.296053371,-0.58551202,-0.759043006,-1.250779855,0.341566163,-0.447886778,0.29550564,-0.095581336,-0.296053371,,3,3.711202387
0.02763,75,2.95,0.428,6.595,21.8,5.4011,3,252,18.3,395.63,4.32,30.8,-3.58885314,4.33073334,1.686602637,1.098612289,3.42751469,7.341132657,2.793522441,1.463255402,-1.198035995,-1.093757977,-0.07157153,0.445468342,-0.928913045,-1.711785109,0.354116376,-1.302186614,0.924194429,-1.515260848,0.96473499,-0.879562207,2.090871541,-1.198035995,-1.711785109,0.354116376,-1.302186614,0.924194429,-1.515260848,-0.879562207,,1,4.777319479
0.03359,75,2.95,0.428,7.024,15.8,5.4011,3,252,18.3,395.62,1.98,34.9,-3.393526875,4.33073334,1.686602637,1.098612289,3.552486829,7.341070805,2.509298704,0.683096845,-1.198035995,-1.093757977,-0.07157153,1.055991834,-0.928913045,-2.120483622,0.354059435,-1.211800983,0.924194429,-2.814856539,1.270516642,-0.879562207,2.090871541,-1.198035995,-2.120483622,0.354059435,-1.211800983,0.924194429,-2.814856539,-0.879562207,,1,6.575147923
0.12744,0,6.91,0.448,6.77,2.9,5.7209,3,233,17.9,385.41,4.84,26.6,-2.060109613,0,1.744126136,1.098612289,3.280911216,7.277367824,1.426043147,1.576914721,-0.620490402,-0.921127672,-0.25634293,0.694516386,-1.041711222,-3.678147101,0.295414731,-0.594773054,1.030801359,-1.325926053,0.606025818,-0.879562207,-0.58551202,-0.620490402,-3.678147101,0.295414731,-0.594773054,1.030801359,-1.325926053,-0.879562207,,1,7.043557261
0.1415,0,6.91,0.448,6.169,6.6,5.7209,3,233,17.9,383.37,5.81,25.3,-1.955455562,0,1.744126136,1.098612289,3.230804396,7.264505244,1.875777455,1.759580571,-0.620490402,-0.921127672,-0.25634293,-0.160785755,-1.041711222,-3.031453251,0.283573492,-0.546345248,1.030801359,-1.021639508,0.483424522,-0.879562207,-0.58551202,-0.620490402,-3.031453251,0.283573492,-0.546345248,1.030801359,-1.021639508,-0.879562207,,1,7.131712158
0.15936,0,6.91,0.448,6.211,6.5,5.7209,3,233,17.9,394.46,7.44,24.7,-1.836589485,0,1.744126136,1.098612289,3.206803244,7.333888847,1.866255578,2.006870849,-0.620490402,-0.921127672,-0.25634293,-0.101014224,-1.041711222,-3.0451452,0.347447754,-0.491340944,1.030801359,-0.609700965,0.424698537,-0.879562207,-0.58551202,-0.620490402,-3.0451452,0.347447754,-0.491340944,1.030801359,-0.609700965,-0.879562207,,1,7.604684186
0.12269,0,6.91,0.448,6.069,40,5.7209,3,233,17.9,389.39,9.55,21.2,-2.09809443,0,1.744126136,1.098612289,3.054001182,7.3023324,3.419951893,2.256541154,-0.620490402,-0.921127672,-0.25634293,-0.303098923,-1.041711222,-0.811013105,0.318397018,-0.612350217,1.030801359,-0.193797748,0.050822669,-0.879562207,-0.58551202,-0.620490402,-0.811013105,0.318397018,-0.612350217,1.030801359,-0.193797748,-0.879562207,,3,4.735866617
0.17142,0,6.91,0.448,5.682,33.8,5.1004,3,233,17.9,396.9,10.21,19.3,-1.763638594,0,1.629318968,1.098612289,2.960105096,7.34897945,3.233247125,2.323367632,-0.620490402,-0.921127672,-0.25634293,-0.853850884,-1.041711222,-1.079484563,0.361340101,-0.457583515,0.818031971,-0.082477554,-0.17892214,-0.879562207,-0.58551202,-0.620490402,-1.079484563,0.361340101,-0.457583515,0.818031971,-0.082477554,-0.879562207,,3,5.210067195
0.18836,0,6.91,0.448,5.786,33.3,5.1004,3,233,17.9,396.9,14.15,20,-1.669400254,0,1.629318968,1.098612289,2.995732274,7.34897945,3.217224825,2.649714624,-0.620490402,-0.921127672,-0.25634293,-0.705845189,-1.041711222,-1.102523773,0.361340101,-0.413975494,0.818031971,0.46115443,-0.091749612,-0.879562207,-0.58551202,-0.620490402,-1.102523773,0.361340101,-0.413975494,0.818031971,0.46115443,-0.879562207,,3,4.993251301
0.22927,0,6.91,0.448,6.03,85.5,5.6894,3,233,17.9,392.74,18.8,16.6,-1.472854931,0,1.738604794,1.098612289,2.809402695,7.323213774,4.405434057,2.93385687,-0.620490402,-0.921127672,-0.25634293,-0.358601059,-1.041711222,0.606057471,0.337620325,-0.323025754,1.020568789,0.934481339,-0.547660559,-0.879562207,-0.58551202,-0.620490402,0.606057471,0.337620325,-0.323025754,1.020568789,0.934481339,-0.879562207,,3,5.204341013
0.25387,0,6.91,0.448,5.399,95.3,5.87,3,233,17.9,396.9,30.81,14.4,-1.370932954,0,1.769854634,1.098612289,2.667228207,7.34897945,4.567700644,3.427839313,-0.620490402,-0.921127672,-0.25634293,-1.256597151,-1.041711222,0.839388132,0.361340101,-0.275862193,1.078483372,1.757362082,-0.895532896,-0.879562207,-0.58551202,-0.620490402,0.839388132,0.361340101,-0.275862193,1.078483372,1.757362082,-0.879562207,,3,7.635218766
0.21977,0,6.91,0.448,5.602,62,6.0877,3,233,17.9,396.9,16.2,19.4,-1.515173734,0,1.806270342,1.098612289,2.965273066,7.34897945,3.95789161,2.785011242,-0.620490402,-0.921127672,-0.25634293,-0.967701419,-1.041711222,-0.037484601,0.361340101,-0.342608434,1.145971736,0.686532849,-0.166277158,-0.879562207,-0.58551202,-0.620490402,-0.037484601,0.361340101,-0.342608434,1.145971736,0.686532849,-0.879562207,,3,4.884253255
0.08873,21,5.64,0.439,5.963,45.7,6.8147,4,243,16.8,395.56,13.45,19.7,-2.422157228,3.091042453,1.919082044,1.386294361,2.980618636,7.340699669,3.575241642,2.598979106,-0.805713357,-0.998811309,-0.76446428,-0.453950882,-0.98234376,-0.587714763,0.353717768,-0.762307626,1.355042974,0.376638712,-0.12872964,-0.550947072,1.324745334,-0.805713357,-0.587714763,0.353717768,-0.762307626,1.355042974,0.376638712,-0.550947072,,1,5.505370609
0.04337,21,5.64,0.439,6.115,63,6.8147,4,243,16.8,393.97,9.43,20.5,-3.137987321,3.091042453,1.919082044,1.386294361,3.020424886,7.330850859,3.979057208,2.243896097,-0.805713357,-0.998811309,-0.76446428,-0.237634866,-0.98234376,-0.007049605,0.344650994,-1.093552145,1.355042974,-0.214862008,-0.031331763,-0.550947072,1.324745334,-0.805713357,-0.007049605,0.344650994,-1.093552145,1.355042974,-0.214862008,-0.550947072,,1,5.310287932
0.0536,21,5.64,0.439,6.511,21.1,6.8147,4,243,16.8,396.9,5.28,25,-2.926206211,3.091042453,1.919082044,1.386294361,3.218875825,7.34897945,2.763296488,1.663926098,-0.805713357,-0.998811309,-0.76446428,0.32592528,-0.98234376,-1.755248411,0.361340101,-0.995552169,1.355042974,-1.180981657,0.454237711,-0.550947072,1.324745334,-0.805713357,-1.755248411,0.361340101,-0.995552169,1.355042974,-1.180981657,-0.550947072,,1,3.404733706
0.04981,21,5.64,0.439,5.998,21.4,6.8147,4,243,16.8,396.9,8.43,23.4,-2.999539512,3.091042453,1.919082044,1.386294361,3.152736022,7.34897945,2.776331099,2.131796772,-0.805713357,-0.998811309,-0.76446428,-0.404141273,-0.98234376,-1.73650534,0.361340101,-1.029486554,1.355042974,-0.40159815,0.292406937,-0.550947072,1.324745334,-0.805713357,-1.73650534,0.361340101,-1.029486554,1.355042974,-0.40159815,-0.550947072,,1,4.773484367
0.0136,75,4,0.41,5.888,47.6,7.3197,3,469,21.1,396.9,14.8,18.9,-4.297685486,4.33073334,1.990569344,1.098612289,2.939161922,7.34897945,3.624117899,2.694627181,-1.044898906,-1.249125251,1.22182827,-0.560685758,0.359360864,-0.517433323,0.361340101,-1.630192983,1.487528683,0.535970203,-0.230165868,-0.879562207,2.090871541,-1.044898906,-0.517433323,0.361340101,-1.630192983,1.487528683,0.535970203,-0.879562207,,3,10.4932675
0.01311,90,1.22,0.403,7.249,21.9,8.6966,5,226,17.9,395.93,4.81,35.4,-4.334379981,4.510859507,2.162932145,1.609437912,3.56671182,7.342987743,2.797787368,1.570697084,-1.450347579,-1.309545858,-0.25634293,1.376196462,-1.083268444,-1.705652374,0.355824161,-1.647173061,1.806964555,-1.336283452,1.30532233,-0.296053371,2.202189111,-1.450347579,-1.705652374,0.355824161,-1.647173061,1.806964555,-1.336283452,-0.296053371,,1,6.959779875
0.02055,85,0.74,0.41,6.383,35.7,9.1876,2,313,17.3,396.9,5.77,24.7,-3.884894338,4.454347296,2.217854749,0.693147181,3.206803244,7.34897945,3.292729632,1.752672081,-1.520353106,-1.249125251,-0.53350003,0.143764425,-0.566771532,-0.993951903,0.361340101,-1.439177257,1.908751308,-1.033147738,0.424698537,-1.342719226,2.167264691,-1.520353106,-0.993951903,0.361340101,-1.439177257,1.908751308,-1.033147738,-1.342719226,,1,5.811690922
